[0712/152533:ERROR:process_info.cc(608)] range at 0xff308000, size 0x230 fully unreadable
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75f00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\PSAPI.DLL
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x702a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINSPOOL.DRV
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72040000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9600.17031_none_a9efdb8b01377ea7\COMCTL32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\COMDLG32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75470000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ole32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x762c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\OLEAUT32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75580000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\NSI.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73cd0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINNSI.DLL
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\IPHLPAPI.DLL
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75eb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WS2_32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71fa0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USP10.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76010000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSASN1.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75d30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPT32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINTRUST.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\Secur32.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf3a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_child.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6a970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\dwrite.dll
[0721/175442:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf5c374 of 12 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/175442:WARNING:process_snapshot_win.cc(102)] ReadMemory ExceptionInformation failed
[0721/175442:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0721/175442:ERROR:scoped_process_suspend.cc(38)] NtResumeProcess, ntstatus=-1073741558
[0721/182858:ERROR:process_info.cc(608)] range at 0xfe7df000, size 0x230 fully unreadable
[0721/182858:ERROR:process_info.cc(608)] range at 0x0, size 0x24 fully unreadable
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x0 of 36 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:ERROR:process_snapshot_win.cc(357)] ReadMemory PEB_LDR_DATA
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x0 of 784 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:ERROR:process_snapshot_win.cc(380)] ReadMemory RTL_USER_PROCESS_PARAMETERS
[0721/182858:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71fc0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_elf.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74d10000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\VERSION.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\DEVOBJ.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMMBASE.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\inproc_agent.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74bf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\product_info.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\ProgramData\Kaspersky Lab\AVP16.0.0\Bases\klsihk.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75080000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\system32\IMM32.DLL
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x704b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMM.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74c90000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\profapi.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74cf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USERENV.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WTSAPI32.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75290000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\combase.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73d00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINHTTP.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75630000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SHLWAPI.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x763c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SHELL32.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72a30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\shcore.dll
[0721/182858:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75f00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/182858:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\PSAPI.DLL
[0721/183151:ERROR:process_info.cc(608)] range at 0xfefaf000, size 0x230 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfefab000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfefa5000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfef7f000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfef7c000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfef79000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfef76000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfee4f000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfee4c000, size 0xf84 fully unreadable
[0721/183151:ERROR:process_info.cc(608)] range at 0xfee49000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff57e000, size 0x230 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff57d000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff577000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff54f000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff54c000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff549000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff546000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff41f000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff41c000, size 0xf84 fully unreadable
[0721/183230:ERROR:process_info.cc(608)] range at 0xff419000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1fb000, size 0x230 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1ff000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1cf000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1cc000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1c9000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff1c6000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff09f000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff09c000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff099000, size 0xf84 fully unreadable
[0721/183255:ERROR:process_info.cc(608)] range at 0xff096000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff716000, size 0x230 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff71f000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff6ef000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff6ec000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff6e9000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff6e6000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff5bf000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff5bc000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff5b9000, size 0xf84 fully unreadable
[0721/184207:ERROR:process_info.cc(608)] range at 0xff5b6000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9f6000, size 0x230 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9fc000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9cf000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9cc000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9c9000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe9c6000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe89f000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe89c000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe899000, size 0xf84 fully unreadable
[0721/184516:ERROR:process_info.cc(608)] range at 0xfe896000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff4ca000, size 0x230 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff4ce000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff4c6000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff49f000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff49c000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff499000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff496000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff36f000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff36c000, size 0xf84 fully unreadable
[0721/184539:ERROR:process_info.cc(608)] range at 0xff369000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffadf000, size 0x230 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffade000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffad5000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffaaf000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffaac000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffaa9000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xffaa6000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xff97f000, size 0xf84 fully unreadable
[0721/184602:ERROR:process_info.cc(608)] range at 0xff97c000, size 0xf84 fully unreadable
